1944,7.739596,192.168.1.108,192.168.1.104,TCP,66,56452  >  80 [ACK] Seq=89 Ack=595 Win=64128 Len=0 TSval=1477949089 TSecr=1188667,1944,66,"Feb 26, 2024 15:58:09.801842000 +03",1708952290,eth:ethertype:ip:tcp,08:00:27:37:96:63,08:00:27:5d:ef:d9,IPv4,192.168.1.108,192.168.1.104,52,64,0x40,0,TCP,4,0x00,0xd0b8,56452,80,0,89,595,0x010,Not set,Set,Not set,Not set,64128,0xbe13,195,,,,,,,,,,,,,,,,,,,,,,,normal
1945,7.739596,192.168.1.108,192.168.1.104,TCP,66,"56452  >  80 [FIN, ACK] Seq=89 Ack=596 Win=64128 Len=0 TSval=1477949089 TSecr=1188667",1945,66,"Feb 26, 2024 15:58:09.801842000 +03",1708952290,eth:ethertype:ip:tcp,08:00:27:37:96:63,08:00:27:5d:ef:d9,IPv4,192.168.1.108,192.168.1.104,52,64,0x40,0,TCP,4,0x00,0xd0b7,56452,80,0,89,596,0x011,Not set,Set,Set,Not set,64128,0xbe11,195,,,,,,,,,,,,,,,,,,,,,,,normal
1946,7.739596,192.168.1.108,192.168.1.104,TCP,74,56460  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1477949089 TSecr=0 WS=128,1946,74,"Feb 26, 2024 15:58:09.801842000 +03",1708952290,eth:ethertype:ip:tcp,08:00:27:37:96:63,08:00:27:5d:ef:d9,IPv4,192.168.1.108,192.168.1.104,60,64,0x40,0,TCP,4,0x00,0xec21,56460,80,0,0,0,0x002,Set,Not set,Not set,Not set,64240,0xee0b,196,,,,,,,,,,,,,,,,,,,,,,,normal
1947,7.739596,192.168.1.104,192.168.1.108,TCP,66,80  >  56452 [ACK] Seq=596 Ack=90 Win=5824 Len=0 TSval=1188667 TSecr=1477949089,1947,66,"Feb 26, 2024 15:58:09.801842000 +03",1708952290,eth:ethertype:ip:tcp,08:00:27:5d:ef:d9,08:00:27:37:96:63,IPv4,192.168.1.104,192.168.1.108,52,64,0x40,0,TCP,4,0x00,0x4e6c,80,56452,0,596,90,0x010,Not set,Set,Not set,Not set,5824,0xbfab,195,,,,,,,,,,,,,,,,,,,,,,,normal
1948,7.739883,192.168.1.104,192.168.1.108,TCP,74,"80  >  56460 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=1188667 TSecr=1477949089 WS=64",1948,74,"Feb 26, 2024 15:58:09.802129000 +03",1708952290,eth:ethertype:ip:tcp,08:00:27:5d:ef:d9,08:00:27:37:96:63,IPv4,192.168.1.104,192.168.1.108,60,64,0x40,0,TCP,4,0x00,0xb697,80,56460,0,0,1,0x012,Set,Set,Not set,Not set,5792,0xb983,196,,,,,,,,,,,,,,,,,,,,,,,normal
1949,7.739883,192.168.1.108,192.168.1.104,TCP,66,56460  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1477949089 TSecr=1188667,1949,66,"Feb 26, 2024 15:58:09.802129000 +03",1708952290,eth:ethertype:ip:tcp,08:00:27:37:96:63,08:00:27:5d:ef:d9,IPv4,192.168.1.108,192.168.1.104,52,64,0x40,0,TCP,4,0x00,0xec28,56460,80,0,1,1,0x010,Not set,Set,Not set,Not set,64256,0xfcf8,196,,,,,,,,,,,,,,,,,,,,,,,normal
1950,7.739883,192.168.1.108,192.168.1.104,HTTP,154,GET /webgoat HTTP/1.0 ,1950,154,"Feb 26, 2024 15:58:09.802129000 +03",1708952290,eth:ethertype:ip:tcp:http,08:00:27:37:96:63,08:00:27:5d:ef:d9,IPv4,192.168.1.108,192.168.1.104,140,64,0x40,0,TCP,4,0x00,0xebcf,56460,80,88,1,1,0x018,Not set,Set,Not set,Not set,64256,0x65c6,196,,,,,,,GET,/webgoat,HTTP/1.0,http://192.168.1.104/webgoat,,ApacheBench/2.3,,,,192.168.1.104,,,,,,,normal
1951,7.74017,192.168.1.104,192.168.1.108,TCP,66,80  >  56460 [ACK] Seq=1 Ack=89 Win=5824 Len=0 TSval=1188667 TSecr=1477949089,1951,66,"Feb 26, 2024 15:58:09.802416000 +03",1708952290,eth:ethertype:ip:tcp,08:00:27:5d:ef:d9,08:00:27:37:96:63,IPv4,192.168.1.104,192.168.1.108,52,64,0x40,0,TCP,4,0x00,0x296f,80,56460,0,1,89,0x010,Not set,Set,Not set,Not set,5824,0xfe3b,196,,,,,,,,,,,,,,,,,,,,,,,normal
1952,7.740495,192.168.1.104,192.168.1.108,HTTP,660,HTTP/1.1 404 Not Found  (text/html),1952,660,"Feb 26, 2024 15:58:09.802741000 +03",1708952290,eth:ethertype:ip:tcp:http:data-text-lines,08:00:27:5d:ef:d9,08:00:27:37:96:63,IPv4,192.168.1.104,192.168.1.108,646,64,0x40,0,TCP,4,0x00,0x271c,80,56460,594,1,89,0x018,Not set,Set,Not set,Not set,5824,0x94ce,196,,,,,,,,,,,404,,205,text/html; charset=iso-8859-1,,,,,,close,,,normal
1953,7.740495,192.168.1.104,192.168.1.108,TCP,66,"80  >  56460 [FIN, ACK] Seq=595 Ack=89 Win=5824 Len=0 TSval=1188667 TSecr=1477949089",1953,66,"Feb 26, 2024 15:58:09.802741000 +03",1708952290,eth:ethertype:ip:tcp,08:00:27:5d:ef:d9,08:00:27:37:96:63,IPv4,192.168.1.104,192.168.1.108,52,64,0x40,0,TCP,4,0x00,0x296d,80,56460,0,595,89,0x011,Not set,Set,Set,Not set,5824,0xfbe8,196,,,,,,,,,,,,,,,,,,,,,,,normal
